0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.892066522222336327e-14,-1.822303113416787284e-13
2.000000000000000000e+00,3.777300290531699678e-14,8.012169896274677628e-14
2.000000000000003109e+00,-9.999987575180501187e-01,1.576376313259085114e-03
2.000000000000018208e+00,-1.999997515036137985e+00,3.152752626465062536e-03
2.000000000000012434e+00,-2.999996272554226184e+00,4.729128939525757518e-03
2.000000000000025313e+00,-3.999995030072313718e+00,6.305505252718125384e-03
2.000000000000055067e+00,-4.999993787590401695e+00,7.881881565717259799e-03
2.000000000000096367e+00,-5.999992545108490560e+00,9.458257878554874112e-03
2.000000000000094147e+00,-6.999991302626579426e+00,1.103463419152563886e-02
2.000000000000101252e+00,-7.999990060144668291e+00,1.261101050460505628e-02
2.000000000000108802e+00,-8.999988817662757157e+00,1.418738681741867416e-02
2.000000000000025313e+00,-9.999987575180846022e+00,1.576376313001790277e-02
1.999999999999933831e+00,-1.099998633269893489e+01,1.734013944320051889e-02
1.999999999999976685e+00,-1.199998509021702375e+01,1.891651575629184692e-02
2.999580867089345571e+00,-1.200003072597484532e+01,-1.003323495493249617e-02
3.125627411675941048e+00,-1.242375378092041949e+01,8.869456061028544447e-01
3.129051793932857262e+00,-1.142377057496273451e+01,8.822699875606505593e-01
3.132476176190841066e+00,-1.042378736900503888e+01,8.775943690216859716e-01
3.135900558448891928e+00,-9.423804163047341476e+00,8.729187504830800970e-01
3.139324940706993861e+00,-8.423820957089644068e+00,8.682431319444169349e-01
3.151419406306542825e+00,-8.130507512034933271e+00,-8.769669192108131561e-02
2.810517846898195948e+00,-7.512908444642198980e+00,-7.964685302079747009e-01
2.737862704249137913e+00,-7.035849788617350775e+00,-1.672331686733245615e+00
2.839778032891315807e+00,-6.856896928041473771e+00,-2.650896523358529322e+00
2.444206166403286584e+00,-6.489215293680994812e+00,-3.492521804702420241e+00
2.389650902727421755e+00,-6.392811954347958903e+00,-4.486367929296513068e+00
2.195878959051896118e+00,-7.002064359914414560e+00,-5.255304818875687900e+00
1.924537213608251918e+00,-6.641943935895938900e+00,-6.147878030093877122e+00
1.988060326731079908e+00,-6.256413102347566202e+00,-7.068383755487632314e+00
1.002606501657421489e+00,-6.254086584123393244e+00,-6.898456282839311449e+00
4.521717235344999697e-01,-5.599481997956447188e+00,-7.416640025156620020e+00
7.079362791645880115e-01,-5.351242099440103317e+00,-8.350964082894588358e+00
3.846185183402680008e-01,-4.935855496092974803e+00,-9.201210867831340678e+00
1.326646481555543211e+00,-4.793191794933068905e+00,-9.504905426379623989e+00
8.582739159344374702e-01,-4.402650585703289821e+00,-1.029743599592684689e+01
1.355871263882644673e+00,-4.853317515590975795e+00,-9.556290802580416965e+00
